id,constant,display_name,sort_name,country,continent,digits,date,date_text,date_precision,notes,source_url,category_tags,is_juggling,is_public
pi-ho-oliver-usa-50-2016-09-05,pi,"Ho, Oliver","Ho, Oliver",USA,North America,50,2016-09-05,5 September 2016,day,20 sec / age: 4 yrs.,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-hockett-erik-usa-214-2025-03-14,pi,"Hockett, Erik","Hockett, Erik",USA,North America,214,2025-03-14,14 March 2025,day,1 min 24 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-hoddinott-george-great-britain-37-2019-03-14,pi,"Hoddinott, George","Hoddinott, George",Great Britain,Europe,37,2019-03-14,14 March 2019,day,1 min,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-hodge-caleb-australia-30-2006-04-08,pi,"Hodge, Caleb","Hodge, Caleb",Australia,Australia,30,2006-04-08,8 April 2006,day,time : 1 min 4 sec,http://www.pi-world-ranking-list.com/lists/details/windhoek.html,normal,false,true
pi-hodges-nigel-great-britain-930-1973-05-01,pi,"Hodges, Nigel","Hodges, Nigel",Great Britain,Europe,930,1973-05-01,1 May 1973,day,World Record 1973,http://www.pi-world-ranking-list.com/lists/details/hodges.html,normal,false,true
pi-hoerle-beatrice-canada-103-2023-03-06,pi,"Hoerle, Beatrice","Hoerle, Beatrice",Canada,North America,103,2023-03-06,6 March 2023,day,1 min 44 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-hoffman-jane-usa-32-2015-03-12,pi,"Hoffman, Jane","Hoffman, Jane",USA,North America,32,2015-03-12,12 March 2015,day,1 min,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-hogg-chip-usa-1000-2007-03-23,pi,"Hogg, Chip","Hogg, Chip",USA,North America,1000,2007-03-23,23 March 2007,day,details,http://www.pi-world-ranking-list.com/lists/details/hogg.html,normal,false,true
pi-holcomb-camden-usa-23-2014-03-13,pi,"Holcomb, Camden","Holcomb, Camden",USA,North America,23,2014-03-13,13 March 2014,day,,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-holcomb-cory-usa-4600-2019-09-10,pi,"Holcomb, Cory","Holcomb, Cory",USA,North America,4600,2019-09-10,10 September 2019,day,,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-holland-skylar-usa-37-2023-03-14,pi,"Holland, Skylar","Holland, Skylar",USA,North America,37,2023-03-14,14 March 2023,day,1 min,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-holliday-ivy-great-britain-104-2019-03-14,pi,"Holliday, Ivy","Holliday, Ivy",Great Britain,Europe,104,2019-03-14,14 March 2019,day,2 min,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-holubowicz-olivia-usa-27-2015-03-13,pi,"Holubowicz, Olivia","Holubowicz, Olivia",USA,North America,27,2015-03-13,13 March 2015,day,1 min,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-hong-chia-rou-malaysia-71-2019-04-10,pi,"Hong, Chia Rou","Hong, Chia Rou",Malaysia,Asia,71,2019-04-10,10 April 2019,day,25 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-hood-matthew-great-britain-300-2009-01-30,pi,"Hood, Matthew","Hood, Matthew",Great Britain,Europe,300,2009-01-30,30 January 2009,day,4 min,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-hopkins-grace-usa-28-2015-03-13,pi,"Hopkins, Grace","Hopkins, Grace",USA,North America,28,2015-03-13,13 March 2015,day,32 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-horii-august-sweden-32-2024-03-27,pi,"Horii, August","Horii, August",Sweden,Europe,32,2024-03-27,27 March 2024,day,,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-horsley-carmen-usa-189-2016-03-14,pi,"Horsley, Carmen","Horsley, Carmen",USA,North America,189,2016-03-14,14 March 2016,day,5 min,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-hosking-isabella-philippines-241-2016-03-14,pi,"Hosking, Isabella","Hosking, Isabella",Philippines,Asia,241,2016-03-14,14 March 2016,day,,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-houser-vada-usa-52-2024-03-14,pi,"Houser, Vada","Houser, Vada",USA,North America,52,2024-03-14,14 March 2024,day,,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-hovesepyan-lilia-usa-297-2017-03-14,pi,"Hovesepyan, Lilia","Hovesepyan, Lilia",USA,North America,297,2017-03-14,14 March 2017,day,3 min,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-howell-larry-usa-123-2015-03-13,pi,"Howell, Larry","Howell, Larry",USA,North America,123,2015-03-13,13 March 2015,day,3 min 50 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-hronek-addison-usa-31-2018-03-14,pi,"Hronek, Addison","Hronek, Addison",USA,North America,31,2018-03-14,14 March 2018,day,,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-huda-ameera-bangladesh-99-2023-03-07,pi,"Huda, Ameera","Huda, Ameera",Bangladesh,Asia,99,2023-03-07,7 March 2023,day,1 min 2 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-huddleston-mary-kate-usa-26-2016-03-14,pi,"Huddleston, Mary Kate","Huddleston, Mary Kate",USA,North America,26,2016-03-14,14 March 2016,day,,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-hudson-cather-canada-104-2024-03-04,pi,"Hudson, Cather","Hudson, Cather",Canada,North America,104,2024-03-04,4 March 2024,day,57 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-hughes-avery-usa-170-2009-03-28,pi,"Hughes, Avery","Hughes, Avery",USA,North America,170,2009-03-28,28 March 2009,day,13 min,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-hughes-gerald-usa-2026-2009-03-28,pi,"Hughes, Gerald","Hughes, Gerald",USA,North America,2026,2009-03-28,28 March 2009,day,,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-hughes-noah-usa-34-2016-03-14,pi,"Hughes, Noah","Hughes, Noah",USA,North America,34,2016-03-14,14 March 2016,day,,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-hughes-rory-great-britain-110-2022-03-04,pi,"Hughes, Rory","Hughes, Rory",Great Britain,Europe,110,2022-03-04,4 March 2022,day,48 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-hughes-tom-australia-40-2015-10-14,pi,"Hughes, Tom","Hughes, Tom",Australia,Australia,40,2015-10-14,14 October 2015,day,,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-hull-joseph-great-britain-222-2019-03-13,pi,"Hull, Joseph","Hull, Joseph",Great Britain,Europe,222,2019-03-13,13 March 2019,day,,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-humi-charles-usa-43-2025-03-14,pi,"Humi, Charles","Humi, Charles",USA,North America,43,2025-03-14,14 March 2025,day,25 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-husnee-hanim-umaira-malaysia-75-2018-04-28,pi,"Husnee, Hanim Umaira","Husnee, Hanim Umaira",Malaysia,Asia,75,2018-04-28,28 April 2018,day,1 min 14 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-hussaini-syed-josh-poland-157-2018-03-14,pi,"Hussaini, Syed Josh","Hussaini, Syed Josh",Poland,Europe,157,2018-03-14,14 March 2018,day,,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-hussein-ranim-syria-120-2023-03-07,pi,"Hussein, Ranim","Hussein, Ranim",Syria,Asia,120,2023-03-07,7 March 2023,day,1 min,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-huurman-frank-netherlands-525-2016-03-20,pi,"Huurman, Frank","Huurman, Frank",Netherlands,Europe,525,2016-03-20,20 March 2016,day,3 min 52 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-hylleseth-iselin-norway-1005-2006-02-09,pi,"Hylleseth, Iselin","Hylleseth, Iselin",Norway,Europe,1005,2006-02-09,9 February 2006,day,Norwegian Record 2006 - 2007,http://www.pi-world-ranking-list.com/lists/details/hylleseth.html,normal,false,true
pi-hyon-soly-south-korea-112-2016-03-14,pi,"Hyon, Soly","Hyon, Soly",South Korea,Asia,112,2016-03-14,14 March 2016,day,,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-igea-serrano-hugo-chunwei-spain-129-2024-03-14,pi,"Igea Serrano, Hugo Chunwei","Igea Serrano, Hugo Chunwei",Spain,Europe,129,2024-03-14,14 March 2024,day,,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-igua-michelle-papua-new-guinea-260-2023-03-14,pi,"Igua, Michelle","Igua, Michelle",Papua New Guinea,Australia,260,2023-03-14,14 March 2023,day,5 min,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-igva-milan-papua-new-guinea-200-2019-03-14,pi,"Igva, Milan","Igva, Milan",Papua New Guinea,Australia,200,2019-03-14,14 March 2019,day,3 min,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-ikhwan-ardhi-nur-houla-malaysia-20-2019-04-28,pi,"Ikhwan Ardhi, Nur Houla","Ikhwan Ardhi, Nur Houla",Malaysia,Asia,20,2019-04-28,28 April 2019,day,7 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-illicete-stephen-usa-66-2011-03-11,pi,"Illicete, Stephen","Illicete, Stephen",USA,North America,66,2011-03-11,11 March 2011,day,,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-imran-maisarah-malaysia-100-2022-11-27,pi,"Imran, Maisarah","Imran, Maisarah",Malaysia,Asia,100,2022-11-27,27 November 2022,day,53 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-imrani-muhammad-pakistan-99-2023-03-07,pi,"Imrani, Muhammad","Imrani, Muhammad",Pakistan,Asia,99,2023-03-07,7 March 2023,day,1 min 6 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-ipince-juan-great-britain-46-2018-03-14,pi,"Ipince, Juan","Ipince, Juan",Great Britain,Europe,46,2018-03-14,14 March 2018,day,,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-irving-robert-canada-45-2024-03-04,pi,"Irving, Robert","Irving, Robert",Canada,North America,45,2024-03-04,4 March 2024,day,1 min 7 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-isci-muhammed-turkey-1024-2015-03-13,pi,"Isci, Muhammed","Isci, Muhammed",Turkey,Europe,1024,2015-03-13,13 March 2015,day,Turkish Record 2015; 14 min,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-ishak-muhammad-amir-haikal-malaysia-65-2018-04-28,pi,"Ishak, Muhammad Amir Haikal","Ishak, Muhammad Amir Haikal",Malaysia,Asia,65,2018-04-28,28 April 2018,day,35 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-ishak-muhammad-izzudin-malaysia-221-2018-04-28,pi,"Ishak, Muhammad Izzudin","Ishak, Muhammad Izzudin",Malaysia,Asia,221,2018-04-28,28 April 2018,day,2 min 46 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-ishak-nurul-hazwani-malaysia-237-2018-04-28,pi,"Ishak, Nurul Hazwani","Ishak, Nurul Hazwani",Malaysia,Asia,237,2018-04-28,28 April 2018,day,1 min 33 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-ishengdma-amon-tanzania-74-2017-03-15,pi,"Ishengdma, Amon","Ishengdma, Amon",Tanzania,Africa,74,2017-03-15,15 March 2017,day,1 min 14 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-iskandar-dzulkarnain-nur-huwaida-iffah-malaysia-123-2019-04-28,pi,"Iskandar Dzulkarnain, Nur Huwaida Iffah","Iskandar Dzulkarnain, Nur Huwaida Iffah",Malaysia,Asia,123,2019-04-28,28 April 2019,day,1 min 27 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-ismadi-nurul-izzatul-safiyya-malaysia-72-2022-11-27,pi,"Ismadi, Nurul Izzatul Safiyya","Ismadi, Nurul Izzatul Safiyya",Malaysia,Asia,72,2022-11-27,27 November 2022,day,49 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-ismail-anis-adiba-malaysia-20-2019-04-28,pi,"Ismail, Anis Adiba","Ismail, Anis Adiba",Malaysia,Asia,20,2019-04-28,28 April 2019,day,19 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-ismail-iman-faris-nurhakim-malaysia-51-2019-04-10,pi,"Ismail, Iman Faris Nurhakim","Ismail, Iman Faris Nurhakim",Malaysia,Asia,51,2019-04-10,10 April 2019,day,38 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-ismail-irdina-malaysia-30-2019-04-10,pi,"Ismail, Irdina","Ismail, Irdina",Malaysia,Asia,30,2019-04-10,10 April 2019,day,20 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-ismail-nurul-aliya-izhara-malaysia-97-2018-04-28,pi,"Ismail, Nurul Aliya Izhara","Ismail, Nurul Aliya Izhara",Malaysia,Asia,97,2018-04-28,28 April 2018,day,53 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-ismail-puteri-azratul-rabiah-malaysia-51-2018-04-28,pi,"Ismail, Puteri Azratul Rabiah","Ismail, Puteri Azratul Rabiah",Malaysia,Asia,51,2018-04-28,28 April 2018,day,38 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-ismal-suhaila-malaysia-101-2018-04-28,pi,"Ismal, Suhaila","Ismal, Suhaila",Malaysia,Asia,101,2018-04-28,28 April 2018,day,1 min 12 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-ismarizal-nur-aisya-husna-malaysia-38-2019-04-10,pi,"Ismarizal, Nur Aisya Husna","Ismarizal, Nur Aisya Husna",Malaysia,Asia,38,2019-04-10,10 April 2019,day,38 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-ito-hiroki-usa-605-2020-03-16,pi,"Ito, Hiroki","Ito, Hiroki",USA,North America,605,2020-03-16,16 March 2020,day,,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-j-rgensen-rene-denmark-809-2017-05-04,pi,"Jørgensen, René","Jørgensen, René",Denmark,Europe,809,2017-05-04,4 May 2017,day,,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-jaafar-muhammad-faris-syahmi-malaysia-54-2019-04-28,pi,"Jaafar, Muhammad Faris Syahmi","Jaafar, Muhammad Faris Syahmi",Malaysia,Asia,54,2019-04-28,28 April 2019,day,32 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-jaasni-marha-jazmina-malaysia-102-2018-04-28,pi,"Jaasni, Marha Jazmina","Jaasni, Marha Jazmina",Malaysia,Asia,102,2018-04-28,28 April 2018,day,2 min 26 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-jackaway-dylan-usa-3000-2016-08-16,pi,"Jackaway, Dylan","Jackaway, Dylan",USA,North America,3000,2016-08-16,16 August 2016,day,13 min,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-jackson-kayla-usa-52-2015-03-13,pi,"Jackson, Kayla","Jackson, Kayla",USA,North America,52,2015-03-13,13 March 2015,day,2 min,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-jacob-dechen-nepal-100-2022-03-14,pi,"Jacob, Dechen","Jacob, Dechen",Nepal,Asia,100,2022-03-14,14 March 2022,day,,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-jadhav-amrut-india-200-2015-09-10,pi,"Jadhav, Amrut","Jadhav, Amrut",India,Asia,200,2015-09-10,10 September 2015,day,10 min,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-jadhav-manoj-india-251-2018-10-27,pi,"Jadhav, Manoj","Jadhav, Manoj",India,Asia,251,2018-10-27,27 October 2018,day,17 min,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-jajodia-maanav-usa-204-2017-06-02,pi,"Jajodia, Maanav","Jajodia, Maanav",USA,North America,204,2017-06-02,2 June 2017,day,1 min 40 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-jalanoli-brian-usa-58-2013-03-28,pi,"Jalanoli, Brian","Jalanoli, Brian",USA,North America,58,2013-03-28,28 March 2013,day,,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-jamal-llyes-siti-nur-dini-malaysia-40-2019-04-28,pi,"Jamal Llyes, Siti Nur Dini","Jamal Llyes, Siti Nur Dini",Malaysia,Asia,40,2019-04-28,28 April 2019,day,26 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-jamaludin-nur-farzana-iwani-malaysia-279-2018-04-28,pi,"Jamaludin, Nur Farzana Iwani","Jamaludin, Nur Farzana Iwani",Malaysia,Asia,279,2018-04-28,28 April 2018,day,2 min 45 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-james-aidan-great-britain-25-2016-10-04,pi,"James, Aidan","James, Aidan",Great Britain,Europe,25,2016-10-04,4 October 2016,day,13 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-james-esme-great-britain-259-2018-03-15,pi,"James, Esme","James, Esme",Great Britain,Europe,259,2018-03-15,15 March 2018,day,,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-james-shin-india-56-2013-03-21,pi,"James, Shin","James, Shin",India,Asia,56,2013-03-21,21 March 2013,day,2 min,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-jamil-adzra-fazira-malaysia-109-2019-04-16,pi,"Jamil, Adzra Fazira","Jamil, Adzra Fazira",Malaysia,Asia,109,2019-04-16,16 April 2019,day,1 min 17 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-jamil-mohammad-farrish-razqie-malaysia-105-2023-06-14,pi,"Jamil, Mohammad Farrish Razqie","Jamil, Mohammad Farrish Razqie",Malaysia,Asia,105,2023-06-14,14 June 2023,day,1 min 36 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-jamil-nur-atiqah-malaysia-106-2018-04-28,pi,"Jamil, Nur Atiqah","Jamil, Nur Atiqah",Malaysia,Asia,106,2018-04-28,28 April 2018,day,1 min 17 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-jamil-nur-jasmira-malaysia-50-2018-04-28,pi,"Jamil, Nur Jasmira","Jamil, Nur Jasmira",Malaysia,Asia,50,2018-04-28,28 April 2018,day,30 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-jan-julius-germany-140-2023-10-15,pi,"Janß, Julius","Janß, Julius",Germany,Europe,140,2023-10-15,15 October 2023,day,52 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-jana-wael-egypt-102-2021-03-14,pi,"Jana, Wael","Jana, Wael",Egypt,Africa,102,2021-03-14,14 March 2021,day,Egyptian Record 2021,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-jankowska-anna-poland-20-2018-03-14,pi,"Jankowska, Anna","Jankowska, Anna",Poland,Europe,20,2018-03-14,14 March 2018,day,,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-janney-bowman-usa-205-2023-03-14,pi,"Janney, Bowman","Janney, Bowman",USA,North America,205,2023-03-14,14 March 2023,day,1 min 57 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-janos-alexa-usa-22-2018-03-14,pi,"Janos, Alexa","Janos, Alexa",USA,North America,22,2018-03-14,14 March 2018,day,,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-janssen-kerstin-germany-31-2019-03-28,pi,"Janssen, Kerstin","Janssen, Kerstin",Germany,Europe,31,2019-03-28,28 March 2019,day,5th Pi Day in Emden,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-jasani-wasim-india-786-2015-01-09,pi,"Jasani, Wasim","Jasani, Wasim",India,Asia,786,2015-01-09,9 January 2015,day,17 min,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-jaworski-daniel-germany-9200-2014-06-19,pi,"Jaworski, Daniel","Jaworski, Daniel",Germany,Europe,9200,2014-06-19,19 June 2014,day,German Record 2014; 5 h 50 m,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-jayakumaran-pavitra-malaysia-213-2019-04-16,pi,"Jayakumaran, Pavitra","Jayakumaran, Pavitra",Malaysia,Asia,213,2019-04-16,16 April 2019,day,2 min 25 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-jean-yao-wong-malaysia-350-2023-06-14,pi,"Jean Yao, Wong","Jean Yao, Wong",Malaysia,Asia,350,2023-06-14,14 June 2023,day,4 min 21 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-jeffery-maddie-usa-62-2012-03-14,pi,"Jeffery, Maddie","Jeffery, Maddie",USA,North America,62,2012-03-14,14 March 2012,day,2 min,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-jeffrey-audrey-usa-33-2016-03-14,pi,"Jeffrey, Audrey","Jeffrey, Audrey",USA,North America,33,2016-03-14,14 March 2016,day,,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-jegasivan-savinesh-malaysia-754-2022-11-27,pi,"Jegasivan, Savinesh","Jegasivan, Savinesh",Malaysia,Asia,754,2022-11-27,27 November 2022,day,5 min 39 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-jenkins-grant-usa-107-2022-03-08,pi,"Jenkins, Grant","Jenkins, Grant",USA,North America,107,2022-03-08,8 March 2022,day,,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-jeong-sooah-usa-30-2012-03-14,pi,"Jeong, Sooah","Jeong, Sooah",USA,North America,30,2012-03-14,14 March 2012,day,33 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-jhaveri-aashay-india-786-2002-09-15,pi,"Jhaveri, Aashay","Jhaveri, Aashay",India,Asia,786,2002-09-15,15 September 2002,day,11 min,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-jia-xin-tee-malaysia-1050-2023-06-14,pi,"Jia Xin, Tee","Jia Xin, Tee",Malaysia,Asia,1050,2023-06-14,14 June 2023,day,9 min 10 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-jimmy-lim-putera-norshah-malaysia-124-2018-04-28,pi,"Jimmy Lim, Putera Norshah","Jimmy Lim, Putera Norshah",Malaysia,Asia,124,2018-04-28,28 April 2018,day,1 min 42 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-jin-alexander-canada-282-2019-12-25,pi,"Jin, Alexander","Jin, Alexander",Canada,North America,282,2019-12-25,25 December 2019,day,2 min,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-johnson-audrey-usa-101-2016-03-14,pi,"Johnson, Audrey","Johnson, Audrey",USA,North America,101,2016-03-14,14 March 2016,day,,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-johnson-charlie-usa-20-2024-03-14,pi,"Johnson, Charlie","Johnson, Charlie",USA,North America,20,2024-03-14,14 March 2024,day,,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-johnson-eman-usa-157-2013-03-14,pi,"Johnson, Eman","Johnson, Eman",USA,North America,157,2013-03-14,14 March 2013,day,3 min,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-johnson-kaylee-usa-107-2021-03-11,pi,"Johnson, Kaylee","Johnson, Kaylee",USA,North America,107,2021-03-11,11 March 2021,day,,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-johnson-sandra-usa-1026-2022-03-14,pi,"Johnson, Sandra","Johnson, Sandra",USA,North America,1026,2022-03-14,14 March 2022,day,8 min,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-johnson-tylor-usa-40-2015-03-12,pi,"Johnson, Tylor","Johnson, Tylor",USA,North America,40,2015-03-12,12 March 2015,day,1 min,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-johnson-warren-usa-40-2015-03-13,pi,"Johnson, Warren","Johnson, Warren",USA,North America,40,2015-03-13,13 March 2015,day,3 min,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-johnston-catherine-australia-5571-2015-01-14,pi,"Johnston, Catherine","Johnston, Catherine",Australia,Australia,5571,2015-01-14,14 January 2015,day,1 hr 55 min,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-johnston-sam-great-britain-21-2019-03-13,pi,"Johnston, Sam","Johnston, Sam",Great Britain,Europe,21,2019-03-13,13 March 2019,day,2 min,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
pi-jonaidy-jarris-syahmi-malaysia-72-2019-04-10,pi,"Jonaidy, Jarris Syahmi","Jonaidy, Jarris Syahmi",Malaysia,Asia,72,2019-04-10,10 April 2019,day,2 min 22 sec,https://www.pi-world-ranking-list.com/?page=lists&category=pi&sort=digits,normal,false,true
